Movie,Year,Certificate,Genre,Overview,Runtime,Rating,No.of.Ratings
Life Is Beautiful,2012.0,U,"Drama, Romance            ","    It is a coming of age story of six youngsters, set in the beautiful nostalgic world of a working-middle class neighborhood. The film tracks their journey through the different seasons, ...                See full summary »",167,6.4,671
Yuvaraju,2000.0,,Romance            ,"    A love traingle.Srinivas(Mahesh Babu) and Srivalli(SakshiSivanand) are college mates who fall in love and decide to get married.Twist in tale occurs when SriLatha(Simran),Childhood friend ...                See full summary »",165,5.7,671
Chal Mohan Ranga,2018.0,U,Romance            ,"    Mohan Ranga falls in love with Megha Subramanyam, an NRI residing in the United States. Before she can reciprocate his love, circumstances make them fall apart. But destiny has other plans.",148,5.8,667
Vamsee,2000.0,,Action            ,    Vamsee(Mahesh babu) a fashion designer who got fell in love with Shilpaa(Namratha) a fashion college student when they went for a fashion contest in Australia.After the contest they came ...                See full summary »,145,4.8,662
Endukante... Premanta,2012.0,U,"Comedy, Fantasy, Romance            ","    Unfortunate lovers of past meet in this life. But the meeting encounters escape from Paris, from terrorists and struggle to bring back the love to life. What ensues is a series of comedy ...                See full summary »",154,6.1,655
Veyyil,2006.0,UA,Drama            ,    Story of two brothers told from the perspective of older brother who recalls his childhood memories where he runs away from home and returns after 20 years. The rest of the film is all ...                See full summary »,136,7.7,655
Mallesham,2019.0,,Biography            ,"    The life of Padma Shri winner Chintakindi Mallesham, who invented the the Asu machine that processes yarn for sarees mechanically, is being recreated in this biopic.",131,8.5,652
Mosagallaku Mosagadu,2015.0,,"Action, Comedy, Crime            ",    Revolves around god statues stealing issues in India.,127,6.2,639
Kandireega,2011.0,,"Action, Comedy, Romance            ",    Seenu (Ram) is a street-smart guy who shifts to Hyderabad from Anakapally to complete his degree in a college. He falls in love with Sruthi (Hansika Motwani) who also attends the same ...                See full summary »,130,6.2,638
Raju Gari Gadhi 2,2017.0,UA,"Comedy, Horror, Thriller            ","    Rudra, a mentalist and a medium, helps track down a ghost that is haunting a resort.",117,5.3,633
Superstar Kidnap,2015.0,UA,Thriller            ,    Three youngsters meet accidentally in a drug deal plan to kidnap superstar maheshbabu to come out of their financial and personal crisis.,120,6.8,627
Pournami,2006.0,,"Action, Drama, Mystery            ","    A young woman, who has trained for a ceremonial dance, unexpectedly disappears. A stranger with a secret past arrives in town and offers to teach the dance to the woman's younger sister.",160,5.8,626
Shailaja Reddy Alludu,2018.0,UA,"Action, Comedy, Drama            ",    The son of an egoistic businessman falls in love with an egoistic girl and has to convince her egoistic mother in order to marry her.,147,5.1,621
Jamba Lakidi Pamba,2018.0,,"Comedy, Fantasy            ",    This is the story of a man and woman who were joined together by destiny and how they were thrown into the brink of divorce due some unexpected twists and turns. The film will be a complete...                See full summary »,141,6.6,619
Jaya Janaki Nayaka,2017.0,UA,"Action, Romance            ","    Gagan and Sweety fall in love but are forced to break up because her father disapproves of him. While defending a family from thugs one day, Gagan unknowingly saves Sweety and vows to protect her.",149,5.1,617
Pichhodu,2019.0,UA,Drama            ,"    A heartfelt story about soulmates. The film revolves around Rishi, who is on the search for true love. Protagonist Rishi lost his mother when he was a kid. She committed suicide due to his ...                See full summary »",0,9.5,605
Bobby,2002.0,,"Drama, Romance            ",    Love between two youngsters leads to a dispute between two families.,161,3.7,605
Okka Kshanam,2017.0,UA,"Action, Romance, Thriller            ","    Jeeva (Allu Sirish) leads a happy life with his lover turned life partner Surabhi, until he gets to know his neighbor and their life. The couple witnesses bizarre coincidences and ...                See full summary »",150,7.0,603
Achari America Yathra,2018.0,UA,"Comedy, Family            ","    Achari tricks his Guru into taking a group trip to the US to pursue his dream girl, whom he met in India.",135,5.8,603
Bengal Tiger,2015.0,UA,"Action, Comedy            ","    Akash gets rejected by a girl because he isn't popular. Insulted, Akash starts doing whatever he can to become the talk of the town.",145,5.1,600
Ashok,2006.0,A,Action            ,"    A quick-tempered auto-mechanic is desperate to reconcile with his pacifist father; but a threat from a blood-thirsty mobster forces him to fight for the sake of his family, friends, and love.",0,5.7,596
Goutham Nanda,2017.0,UA,"Action, Drama            ",    The son of a billionaire decides to take an extreme step by leaving behind his riches and swapping his life with a depressed techie look-alike who wants to be a billionaire.,155,6.4,591
Golmaal,2003.0,,Comedy            ,    4 homeless youngsters hide their identity and moves to the house of a blind couple.,130,7.0,588
Mahanubhavudu,2017.0,UA,"Comedy, Drama, Romance            ",    A kind-hearted person must face his OCD condition in order to win his love back.,151,6.4,587
118,2019.0,UA,"Action, Thriller            ",    A recurring nightmare involving the murder of a young woman prompts an investigative journalist on a quest to find out whether there is any truth to the dream.,120,6.6,586
Heart Attack,2014.0,A,"Action, Romance            ",    A commitment phobic hippie falls in love with a woman and chases her much to get dismay and aims to get what he needs.,142,5.3,586
Dictator,2016.0,UA,"Action, Drama            ","    Chandu lives a normal life with his in laws in Hyderabad. One fine day, he comes across an aspiring actress Sonala helps her in a critical situation. The problems gets big and Chandu lands himself in a huge mess.",155,4.2,585
Idiot,2002.0,U,"Action, Comedy, Romance            ","    Chanti who gets beaten up black and blue is rescued by a girl who takes care of him in the hospital, till he gets fine. He falls for this unknown girl. Will he ever find her and convey his feelings?",139,7.1,585
Neninthe,2008.0,UA,"Action, Drama            ",    A wanna be director's struggle in the film industry. The problems he faces and how he overcomes them.,126,6.8,583
Rarandoi Veduka Chudham,2017.0,UA,"Action, Romance            ","    While attending a wedding, a gregarious young man falls in love with a stubborn woman.",145,5.6,581
Aswathama,2020.0,UA,"Action, Thriller            ",    A man works to uncover the details behind a series of crimes targeting women.,133,6.4,579
Jaanu,2020.0,UA,"Drama, Romance            ","    Decades post-high school, Ram and Jaanu meet at their school's reunion and explore their past thoughts consisting of affection, care, depth and grieve all over the period of one evening.",151,7.0,574
Neevevaro,2018.0,,"Action, Romance, Thriller            ","    As Kalyan, a blind chef and Vennela, who comes visiting him at his restaurant, fall in love and start making plans for their future, Vennela goes missing. Series of unexpected and shocking events follow.",130,6.9,570
Power Unlimited 2,2018.0,UA,Action            ,    A peaceful man completely devoted to his family finds his violent past resurfacing.,147,4.8,570
Guru,2017.0,U,"Action, Drama, Sport            ",    A curmudgeonly boxing coach sees the potential in a young woman; his belief in her changes her life.,116,7.9,568
Kee,2019.0,UA,"Action, Thriller            ","    A man falls in love with a girl and tries to impress her. However, their life takes a serious turn when they fall victim to cyber-bullying.",138,5.1,567
Jagadam,2007.0,A,Action            ,    A young man is drawn to violence but finds out that it's easier to get into violent situations than out of them.,163,6.8,566
Daruvu,2012.0,UA,"Action, Comedy, Fantasy            ",    In Yamalokam retirement age comes from Senior Yama and he gives charge to his Son. However experienced Chitragupta is retained much to his disappointment. He decides to teach a lesson to ...                See full summary »,159,5.0,565
Damarukam,2012.0,UA,"Action, Drama, Fantasy            ",    A demon born from darkness plans to take over the world by marrying a girl with ominous horoscope.,157,5.3,565
Super,2005.0,UA,"Action, Comedy            ","    Sonu, his sister, Sasha, and their friend, Akhil, live a poor lifestyle in India. While Sasha has given her heart to Akhil, he treats her as a close friend and confidant. Times get so tough...                See full summary »",151,5.1,564
Krishna: The Power of Indrakeeladri,2008.0,,"Action, Comedy, Drama            ","    The film is about Krishna, who was once a software engineer but quits his job to give it to his friend and is unemployed in the city of Vijayawada. Sandhya is a girl from Hyderabad who ...                See full summary »",147,6.3,561
Chakram,2005.0,,Drama            ,"    A medical student with a secret inexplicably abandons his bride-to-be and hometown, but his past catches up to him.",0,6.0,561
Size Zero,2015.0,U,"Comedy, Romance            ","    Sweety, an obese woman, is shocked when her friend falls sick after joining a slimming centre. So she begins a campaign to highlight the importance of being fit rather than slim.",125,5.4,556
Bhadra,2005.0,A,Action            ,"    Bhadra sees Raja's sister Anu on a video & falls in love with her. Badra visits Raja's home & he realises that, Raja's family is highly involved in feud actions. In a rival gang fight ...                See full summary »",153,6.7,555
Erra Buss,2014.0,,"Comedy, Drama            ","    The film tells the story of an orphaned boy who is raised single-handedly by his grandfather. After growing up, he gets a good job and falls in love with the perfect girl. But his ...                See full summary »",140,6.2,548
